# split_ratio=80:10:10 seed=42 objective=0 solver=mip_cbc
filename,split
xc551633_34590.wav,train
xc551633_37851.wav,train
xc551633_620.wav,train
xc560109_14119.wav,train
xc560109_4384.wav,train
xc560109_85.wav,train
xc578005_62.wav,test
xc578352_15630.wav,train
xc578352_19339.wav,train
xc578352_24465.wav,train
xc578352_28034.wav,train
xc578352_3142.wav,train
xc578352_6184.wav,train
xc594949_108562.wav,train
xc594949_12338.wav,train
xc594949_136324.wav,train
xc594949_17159.wav,train
xc594949_27975.wav,train
xc594949_32382.wav,train
xc594949_35831.wav,train
xc594949_5753.wav,train
xc594949_76889.wav,train
xc594949_8753.wav,train
xc594950_10382.wav,val
xc594950_13712.wav,val
xc594950_3330.wav,val
xc594950_54919.wav,val
xc594950_7122.wav,val
xc594950_78829.wav,val
xc594950_81832.wav,val
xc594951_15060.wav,train
xc594951_36005.wav,train
xc594951_46212.wav,train
xc594951_54245.wav,train
xc594951_62707.wav,train
xc594951_762.wav,train
xc616994_12055.wav,val
xc616994_4694.wav,val
xc616994_605.wav,val
xc616994_8390.wav,val
xc635320_0.wav,test
xc635320_10725.wav,test
xc635320_27000.wav,test
xc635320_29995.wav,test
xc635320_3000.wav,test
xc635320_33009.wav,test
xc635320_37187.wav,test
xc635320_40201.wav,test
xc635320_6000.wav,test
xc672602_232.wav,train
xc672602_3736.wav,train
xc672602_6736.wav,train
xc696208_294.wav,train
xc717548_12811.wav,train
xc717548_19102.wav,train
xc717548_6785.wav,train
xc717548_9788.wav,train
xc717548_981.wav,train
xc720533_14508.wav,train
xc720533_19973.wav,train
xc720533_404.wav,train
xc720533_4721.wav,train
xc720533_9287.wav,train
xc73022_12983.wav,train
xc73022_24437.wav,train
xc73022_39913.wav,train
xc73022_87.wav,train
xc73023_29776.wav,train
xc73023_38469.wav,train
xc73023_52383.wav,train
xc73023_55403.wav,train
xc73023_71666.wav,train
xc73023_75338.wav,train
xc73023_83073.wav,train
xc73024_23086.wav,train
xc73024_28870.wav,train
xc73024_41897.wav,train
xc73024_51605.wav,train
xc73024_66593.wav,train
xc73024_91491.wav,train
xc735667_10445.wav,train
xc735667_13706.wav,train
xc735667_17264.wav,train
xc735667_20906.wav,train
xc735667_26319.wav,train
xc735667_2698.wav,train
xc735667_6472.wav,train
xc743612_12247.wav,train
xc743612_17203.wav,train
xc743612_24582.wav,train
xc743612_28701.wav,train
xc743612_3495.wav,train
xc743612_426.wav,train
xc743612_7450.wav,train
xc753727_17582.wav,train
xc753727_1997.wav,train
xc753727_29113.wav,train
xc753727_51898.wav,train
xc753727_61152.wav,train
xc753727_8939.wav,train
xc761690_1901.wav,train
xc761690_50724.wav,train
xc761690_53979.wav,train
xc761690_57117.wav,train
xc761690_6019.wav,train
xc78432_113.wav,train
xc78432_15032.wav,train
xc78432_21333.wav,train
xc78432_25758.wav,train
xc78432_29869.wav,train
xc78432_33201.wav,train
xc78432_6878.wav,train
xc78433_14509.wav,train
xc78433_1818.wav,train
xc78433_18935.wav,train
xc78433_33668.wav,train
xc78433_5583.wav,train
xc78433_9562.wav,train
xc78434_1278.wav,val
xc78434_13822.wav,val
xc78434_22968.wav,val
xc78434_29438.wav,val
xc78434_39819.wav,val
xc78434_5499.wav,val
xc78434_9499.wav,val
xc78435_100491.wav,train
xc78435_108787.wav,train
xc78435_1357.wav,train
xc78435_19209.wav,train
xc78435_31457.wav,train
xc78435_4356.wav,train
xc78435_50993.wav,train
xc78435_66255.wav,train
xc78435_70228.wav,train
xc78435_82727.wav,train
xc786218_12989.wav,train
xc786218_17583.wav,train
xc786218_5725.wav,train
xc786218_9257.wav,train
xc786438_15529.wav,val
xc786438_3383.wav,val
xc786438_7793.wav,val
xc787552_12717.wav,train
xc787552_18451.wav,train
xc787552_31584.wav,train
xc787552_4886.wav,train
xc787552_8986.wav,train
xc787963_11767.wav,train
xc787963_15044.wav,train
xc787963_18293.wav,train
xc787963_21972.wav,train
xc787963_26065.wav,train
xc787963_29065.wav,train
xc787963_4535.wav,train
xc787963_566.wav,train
xc787963_8102.wav,train
xc788204_3828.wav,test
xc788672_12063.wav,test
xc788672_17036.wav,test
xc788672_20704.wav,test
xc788672_23900.wav,test
xc788672_27700.wav,test
xc788672_30707.wav,test
xc788672_33713.wav,test
xc788672_36720.wav,test
xc788672_40085.wav,test
xc788672_4991.wav,test
xc788672_869.wav,test
xc788680_11712.wav,train
xc788680_21858.wav,train
xc788680_5419.wav,train
xc788680_795.wav,train
xc788680_8429.wav,train
xc793876_1976.wav,test
xc803097_429.wav,train
xc803097_4862.wav,train
xc808437_21397.wav,train
xc808437_28800.wav,train
xc808437_35000.wav,train
xc808437_45281.wav,train
xc808437_52215.wav,train
xc808437_8040.wav,train
xc812731_12804.wav,train
xc812731_23831.wav,train
xc812731_31706.wav,train
xc812731_34965.wav,train
xc812731_61149.wav,train
xc812731_74300.wav,train
xc812731_957.wav,train
xc812732_15705.wav,train
xc812732_23845.wav,train
xc812732_269.wav,train
xc812732_36486.wav,train
xc812732_44885.wav,train
xc812732_50312.wav,train
xc812732_7312.wav,train
xc812733_3571.wav,test
xc812734_1039.wav,test
xc812735_355.wav,train
xc812737_10360.wav,val
xc812737_1078.wav,val
xc812737_14279.wav,val
xc812737_22151.wav,val
xc812737_25151.wav,val
xc812737_28151.wav,val
xc812737_34455.wav,val
xc812737_4293.wav,val
xc812737_7363.wav,val
xc812796_0.wav,test
xc840485_25703.wav,train
xc840485_30533.wav,train
xc840485_33574.wav,train
xc840485_36568.wav,train
xc840485_369.wav,train
xc840485_39585.wav,train
xc840485_46434.wav,train
xc840485_51463.wav,train
xc840485_61737.wav,train
xc840485_67963.wav,train
xc841652_4863.wav,train
xc841652_8293.wav,train
xc858894_17427.wav,train
xc858894_1812.wav,train
xc858894_20680.wav,train
xc858894_23754.wav,train
xc858894_26813.wav,train
xc858894_4983.wav,train
xc858894_8155.wav,train
xc862635_11392.wav,train
xc862635_1312.wav,train
xc862635_14395.wav,train
xc862635_18102.wav,train
xc862635_22554.wav,train
xc862635_25666.wav,train
xc862635_4316.wav,train
xc862635_8388.wav,train
xc891329_249.wav,train
xc891329_3307.wav,train
xc891329_6451.wav,train
xc891329_9541.wav,train
xc891808_6953.wav,train
xc891808_837.wav,train
xc893845_21365.wav,train
xc893845_24400.wav,train
xc893845_27411.wav,train
xc893845_30446.wav,train
xc893845_33457.wav,train
xc893845_36468.wav,train
xc893845_39478.wav,train
xc893845_42489.wav,train
xc893845_45500.wav,train
xc893845_51161.wav,train
xc893846_14402.wav,train
xc901469_1748.wav,test
xc908924_3160.wav,train
xc917586_14215.wav,train
xc917586_3303.wav,train
xc917586_8491.wav,train
xc923018_11593.wav,train
xc923018_13906.wav,train
xc923018_16264.wav,train
xc923018_18576.wav,train
xc923018_20919.wav,train
xc923018_6612.wav,train
xc923018_9117.wav,train
xc937630_10640.wav,train
xc937630_13872.wav,train
xc937630_1703.wav,train
xc937630_17816.wav,train
xc937630_23816.wav,train
xc937630_26816.wav,train
xc937630_7398.wav,train
xc949668_6924.wav,train
xc953305_1151.wav,test
xc953305_4152.wav,test
xc953307_2543.wav,test
xc954926_177.wav,train
xc954926_3240.wav,train
xc956211_141.wav,train
xc956211_14340.wav,train
xc956211_25525.wav,train
xc956211_33110.wav,train
xc956211_37157.wav,train
xc956211_4112.wav,train
xc956211_41778.wav,train
xc956211_46367.wav,train
xc956211_50796.wav,train
xc956211_54047.wav,train
xc963368_802.wav,train
xc963858_1747.wav,train
xc963858_20088.wav,train
xc963858_45337.wav,train
xc963858_56556.wav,train
xc963858_6351.wav,train
xc963858_63976.wav,train
xc963859_1236.wav,test
xc963859_5423.wav,test
xc983831_1567.wav,train
xc983831_4836.wav,train
xc983831_7939.wav,train
xc986141_11456.wav,train
xc986141_1718.wav,train
xc986141_5279.wav,train
xc986141_8455.wav,train
xc993640_324.wav,train
xc993640_3357.wav,train
xc993640_6423.wav,train
xc995636_10005.wav,train
xc995636_16532.wav,train
xc995636_19603.wav,train
xc995636_2055.wav,train
xc995636_22872.wav,train
xc1002977_0.wav,val
xc1002977_12670.wav,val
xc1002977_16552.wav,val
xc1002977_3000.wav,val
xc1002977_6003.wav,val
xc1003556_0.wav,train
xc1003556_5440.wav,train
xc1003558_13188.wav,train
xc1003558_16308.wav,train
xc1003558_19454.wav,train
xc1003558_25062.wav,train
xc1003558_8495.wav,train
xc1005522_3552.wav,test
xc1005522_554.wav,test
xc1005524_521.wav,train
xc1005526_696.wav,test
xc1005528_1388.wav,train
xc1005528_4390.wav,train
xc1005530_0.wav,train
xc1005530_11896.wav,train
xc1005530_2932.wav,train
xc1005530_6289.wav,train
xc1005530_9608.wav,train
xc1005532_3062.wav,test
xc1005532_62.wav,test
xc1005533_21.wav,val
xc1005533_3021.wav,val
xc1005533_6021.wav,val
xc1005533_9021.wav,val
xc121824_13057.wav,val
xc121824_147.wav,val
xc121824_16056.wav,val
xc121824_25891.wav,val
xc121824_28915.wav,val
xc121824_3147.wav,val
xc121824_39351.wav,val
xc121824_44034.wav,val
xc121824_7778.wav,val
xc151134_0.wav,val
xc151134_2999.wav,val
xc151134_9712.wav,val
xc151135_12240.wav,train
xc151135_1442.wav,train
xc151135_15358.wav,train
xc151135_18642.wav,train
xc151135_23667.wav,train
xc151135_28908.wav,train
xc151135_31943.wav,train
xc151135_35045.wav,train
xc151135_4461.wav,train
xc151135_9088.wav,train
xc151136_10485.wav,train
xc151136_106568.wav,train
xc151136_109568.wav,train
xc151136_117334.wav,train
xc151136_15686.wav,train
xc151136_61201.wav,train
xc151136_69004.wav,train
xc151136_7121.wav,train
xc151136_81113.wav,train
xc151136_96160.wav,train
xc151642_0.wav,train
xc151642_12333.wav,train
xc151642_15357.wav,train
xc151642_18380.wav,train
xc151642_23102.wav,train
xc151642_27992.wav,train
xc151642_3000.wav,train
xc151642_31000.wav,train
xc151642_9246.wav,train
xc151815_109.wav,test
xc151815_9000.wav,test
xc152005_528.wav,test
xc152653_24.wav,train
xc152653_3095.wav,train
xc152653_6113.wav,train
xc164689_12999.wav,test
xc164689_16168.wav,test
xc164689_24801.wav,test
xc164689_28893.wav,test
xc164689_2994.wav,test
xc164689_32610.wav,test
xc164689_35929.wav,test
xc164689_39347.wav,test
xc164689_43289.wav,test
xc164689_47431.wav,test
xc164692_12509.wav,train
xc164692_17824.wav,train
xc164692_23954.wav,train
xc164692_28926.wav,train
xc164692_3573.wav,train
xc164692_8389.wav,train
xc164693_10828.wav,train
xc164693_14506.wav,train
xc164693_19096.wav,train
xc164693_24775.wav,train
xc164693_28600.wav,train
xc164693_32367.wav,train
xc164693_3501.wav,train
xc164693_36957.wav,train
xc164693_41724.wav,train
xc164693_7061.wav,train
xc166850_327.wav,val
xc166850_3327.wav,val
xc166850_6327.wav,val
xc166851_1012.wav,train
xc166851_4012.wav,train
xc166851_7012.wav,train
xc177320_11220.wav,train
xc177320_16934.wav,train
xc177320_20213.wav,train
xc177320_23661.wav,train
xc177320_26661.wav,train
xc177320_317.wav,train
xc177320_3317.wav,train
xc177320_33690.wav,train
xc177320_36690.wav,train
xc177320_6341.wav,train
xc177321_1655.wav,train
xc177321_4655.wav,train
xc179372_114.wav,train
xc179372_3114.wav,train
xc179372_6114.wav,train
xc179374_12407.wav,test
xc179374_1949.wav,test
xc179374_8106.wav,test
xc181238_1236.wav,train
xc181238_12655.wav,train
xc181238_5041.wav,train
xc181238_8044.wav,train
xc181242_30167.wav,val
xc181242_33159.wav,val
xc181242_3702.wav,val
xc186559_0.wav,val
xc186559_15187.wav,val
xc186559_18728.wav,val
xc186559_25571.wav,val
xc186559_28608.wav,val
xc186559_3013.wav,val
xc186559_6573.wav,val
xc192023_0.wav,train
xc192023_11359.wav,train
xc192023_3735.wav,train
xc192023_7957.wav,train
xc192026_15414.wav,test
xc192026_18421.wav,test
xc192026_2216.wav,test
xc192027_12384.wav,val
xc192027_124.wav,val
xc192027_7760.wav,val
xc19639_1454.wav,train
xc19639_4467.wav,train
xc19639_7560.wav,train
xc197619_12757.wav,train
xc197619_19304.wav,train
xc197619_28434.wav,train
xc197619_39359.wav,train
xc197619_4476.wav,train
xc197619_46915.wav,train
xc204535_1454.wav,train
xc204535_4454.wav,train
xc204898_10315.wav,train
xc204898_1315.wav,train
xc204898_4315.wav,train
xc204898_7315.wav,train
xc205073_1137.wav,test
xc205792_4251.wav,train
xc205792_626.wav,train
xc205792_9981.wav,train
xc217355_651.wav,test
xc264245_0.wav,train
xc264245_13263.wav,train
xc264245_16265.wav,train
xc264245_3010.wav,train
xc264245_7110.wav,train
xc266476_4305.wav,test
xc266476_857.wav,test
xc269423_0.wav,test
xc269423_3399.wav,test
xc269435_113.wav,train
xc269435_12815.wav,train
xc269435_17109.wav,train
xc269435_21177.wav,train
xc269435_24974.wav,train
xc269435_28587.wav,train
xc269435_3111.wav,train
xc269988_0.wav,train
xc269988_13463.wav,train
xc269988_16658.wav,train
xc269988_20034.wav,train
xc269988_7511.wav,train
xc286713_11270.wav,train
xc286713_1562.wav,train
xc286713_4565.wav,train
xc286713_8145.wav,train
xc290553_12337.wav,train
xc290553_15669.wav,train
xc290553_18894.wav,train
xc290553_23280.wav,train
xc290553_26369.wav,train
xc290553_334.wav,train
xc290553_34222.wav,train
xc290553_3531.wav,train
xc290553_39916.wav,train
xc290553_7814.wav,train
xc290554_13955.wav,train
xc290554_18811.wav,train
xc290554_22387.wav,train
xc290554_28272.wav,train
xc290554_292.wav,train
xc290554_6372.wav,train
xc290555_108.wav,train
xc290555_12108.wav,train
xc290555_15108.wav,train
xc290555_18108.wav,train
xc290555_3108.wav,train
xc290555_6108.wav,train
xc290555_9108.wav,train
xc291729_0.wav,val
xc291729_3000.wav,val
xc291729_8659.wav,val
xc293219_17804.wav,train
xc293219_1902.wav,train
xc293219_26097.wav,train
xc293219_29758.wav,train
xc293219_38445.wav,train
xc293219_44512.wav,train
xc293219_48568.wav,train
xc293219_56430.wav,train
xc293219_68069.wav,train
xc293219_77609.wav,train
xc295158_10465.wav,train
xc295158_1180.wav,train
xc295158_17268.wav,train
xc295158_20583.wav,train
xc295158_24158.wav,train
xc295158_27577.wav,train
xc295158_30838.wav,train
xc295158_34103.wav,train
xc295158_4252.wav,train
xc295158_7410.wav,train
xc325283_3296.wav,train
xc325283_46.wav,train
xc325283_6481.wav,train
xc325283_9487.wav,train
xc356241_10980.wav,train
xc356241_15363.wav,train
xc356241_25796.wav,train
xc356241_29680.wav,train
xc356241_33739.wav,train
xc356241_37797.wav,train
xc356241_46188.wav,train
xc356241_50048.wav,train
xc356241_53932.wav,train
xc356241_7992.wav,train
xc369563_0.wav,test
xc369563_2882.wav,test
xc369564_13563.wav,val
xc369564_4575.wav,val
xc369564_8824.wav,val
xc369564_939.wav,val
xc369566_13229.wav,train
xc369566_16369.wav,train
xc369566_3704.wav,train
xc369566_6704.wav,train
xc369566_685.wav,train
xc369566_9708.wav,train
xc369567_15438.wav,test
xc369567_3642.wav,test
xc369567_611.wav,test
xc369567_6704.wav,test
xc369567_9832.wav,test
xc36965_10845.wav,train
xc36965_13854.wav,train
xc36965_16863.wav,train
xc36965_22901.wav,train
xc36965_25910.wav,train
xc36965_28920.wav,train
xc36965_31929.wav,train
xc36965_4390.wav,train
xc36965_7835.wav,train
xc36965_927.wav,train
xc376315_0.wav,train
xc376315_3001.wav,train
xc376315_6493.wav,train
xc376316_3033.wav,train
xc376316_32.wav,train
xc376316_6034.wav,train
xc39156_18640.wav,train
xc39156_22009.wav,train
xc39156_25323.wav,train
xc39156_34007.wav,train
xc39156_37022.wav,train
xc39156_3979.wav,train
xc39156_40021.wav,train
xc39156_7737.wav,train
xc39156_925.wav,train
xc40034_0.wav,train
xc40034_6519.wav,train
xc402013_13501.wav,train
xc402013_16840.wav,train
xc402013_20088.wav,train
xc402013_27465.wav,train
xc402013_30857.wav,train
xc402013_34211.wav,train
xc402013_43743.wav,train
xc402013_47839.wav,train
xc402013_52441.wav,train
xc402013_58995.wav,train
xc403727_10098.wav,train
xc403727_1327.wav,train
xc403727_5336.wav,train
xc403728_0.wav,train
xc403728_2749.wav,train
xc403728_6325.wav,train
xc413677_3984.wav,train
xc413677_6985.wav,train
xc413677_984.wav,train
xc42618_11870.wav,train
xc42618_15047.wav,train
xc42618_5158.wav,train
xc42618_8622.wav,train
xc42618_986.wav,train
xc448094_12809.wav,train
xc448094_23393.wav,train
xc448094_29326.wav,train
xc448094_487.wav,train
xc448094_9803.wav,train
xc477125_11008.wav,train
xc477125_15919.wav,train
xc477125_188.wav,train
xc477125_22543.wav,train
xc477125_3561.wav,train
xc481276_0.wav,train
xc481276_11818.wav,train
xc481276_18161.wav,train
xc481276_21164.wav,train
xc481276_4076.wav,train
xc481276_7763.wav,train
xc575557_213.wav,val
xc575557_3213.wav,val
xc575557_6213.wav,val
xc575558_17149.wav,test
xc575558_695.wav,test
xc575559_12227.wav,train
xc575559_227.wav,train
xc575559_26300.wav,train
xc575559_29300.wav,train
xc575559_3227.wav,train
xc575559_32299.wav,train
xc575559_48142.wav,train
xc575559_51139.wav,train
xc575559_6227.wav,train
xc575559_9227.wav,train
xc575560_3597.wav,train
xc575560_596.wav,train
xc575560_6663.wav,train
xc598139_10000.wav,train
xc598139_14782.wav,train
xc598139_3777.wav,train
xc598139_387.wav,train
xc598139_6942.wav,train
xc606859_3739.wav,train
xc606859_6739.wav,train
xc606859_872.wav,train
xc619809_1163.wav,train
xc619809_17959.wav,train
xc619809_20959.wav,train
xc619809_23955.wav,train
xc619809_26955.wav,train
xc619809_5299.wav,train
xc621232_0.wav,train
xc621232_12000.wav,train
xc621232_15000.wav,train
xc621232_17997.wav,train
xc621232_3000.wav,train
xc621232_6000.wav,train
xc621232_9000.wav,train
xc626784_247.wav,train
xc626784_3247.wav,train
xc626784_6541.wav,train
xc631904_13463.wav,train
xc631904_17731.wav,train
xc631904_20881.wav,train
xc631904_33419.wav,train
xc631904_3905.wav,train
xc631904_44256.wav,train
xc631904_55708.wav,train
xc631904_59359.wav,train
xc631904_66178.wav,train
xc631904_7332.wav,train
xc631908_3512.wav,val
xc631908_510.wav,val
xc631908_6513.wav,val
xc684609_168.wav,train
xc684609_3292.wav,train
xc684609_6320.wav,train
xc69653_13852.wav,train
xc69653_16852.wav,train
xc69653_1898.wav,train
xc69653_19851.wav,train
xc69653_24783.wav,train
xc69653_6371.wav,train
xc722973_3164.wav,train
xc722973_6824.wav,train
xc722973_86.wav,train
xc724541_3854.wav,train
xc724541_855.wav,train
xc724545_3949.wav,test
xc724545_947.wav,test
xc724548_2465.wav,test
xc724548_5556.wav,test
xc730935_10589.wav,train
xc730935_3676.wav,train
xc730935_696.wav,train
xc730935_7240.wav,train
xc748015_10106.wav,train
xc748015_15510.wav,train
xc748015_21146.wav,train
xc748015_26731.wav,train
xc748015_492.wav,train
xc748015_5299.wav,train
xc756488_18534.wav,train
xc756488_2295.wav,train
xc756488_24119.wav,train
xc756488_28504.wav,train
xc756488_32753.wav,train
xc756488_39925.wav,train
xc756488_47108.wav,train
xc756488_51836.wav,train
xc756488_57043.wav,train
xc756488_8051.wav,train
xc758074_3000.wav,train
xc758074_6000.wav,train
xc762343_1028.wav,train
xc762343_12881.wav,train
xc762343_18297.wav,train
xc762343_4028.wav,train
xc762343_7678.wav,train
xc764668_3836.wav,test
xc764668_835.wav,test
xc782696_0.wav,train
xc782696_10711.wav,train
xc782696_14354.wav,train
xc782696_17979.wav,train
xc782696_3090.wav,train
xc782696_7644.wav,train
xc79314_12186.wav,train
xc79314_15186.wav,train
xc79314_18186.wav,train
xc79314_186.wav,train
xc79314_3186.wav,train
xc79314_6186.wav,train
xc79314_9186.wav,train
xc795095_12091.wav,train
xc795095_17301.wav,train
xc795095_21892.wav,train
xc795095_4712.wav,train
xc795095_8628.wav,train
xc798838_13867.wav,train
xc798838_226.wav,train
xc798838_3627.wav,train
xc798838_7315.wav,train
xc804558_2126.wav,train
xc804558_45846.wav,train
xc804558_48846.wav,train
xc804558_5126.wav,train
xc804558_51846.wav,train
xc804558_65757.wav,train
xc804558_68757.wav,train
xc804558_71754.wav,train
xc804558_78010.wav,train
xc804558_81015.wav,train
xc805862_14310.wav,train
xc805862_19249.wav,train
xc805862_24163.wav,train
xc805862_2758.wav,train
